143.7115056177 1.0001012391 0.0000753939 Kepler
143.7319397768 1.0001305907 0.0000753471 Kepler
143.7523739359 1.0000843980 0.0000752672 Kepler
143.7728080948 1.0000990257 0.0000752219 Kepler
143.7932422537 1.0000305064 0.0000753648 Kepler
143.8136764124 1.0001697583 0.0000753991 Kepler
143.8341105710 1.0000555275 0.0000753342 Kepler
143.8545447296 1.0000959461 0.0000753801 Kepler
143.8749787880 1.0002479010 0.0000753465 Kepler
143.8954130464 1.0000886323 0.0000753197 Kepler
143.9158472046 1.0000613016 0.0000753539 Kepler
143.9362812627 1.0002177795 0.0000753483 Kepler
143.9567155208 1.0001397330 0.0000753544 Kepler
143.9771496786 1.0000582221 0.0000753381 Kepler
143.9975837365 1.0000239625 0.0000753327 Kepler
144.0180178942 1.0001625407 0.0000753235 Kepler
144.0384521519 1.0002811982 0.0000753115 Kepler
144.0588863094 1.0001192350 0.0000753973 Kepler
144.0793203669 1.0002097920 0.0000753234 Kepler
144.0997546242 1.0001387707 0.0000753483 Kepler
144.1201887815 1.0000737159 0.0000753242 Kepler
144.1406228385 1.0001347288 0.0000753019 Kepler
144.1610569956 0.9999795020 0.0000753230 Kepler
144.1814912525 1.0001365573 0.0000753384 Kepler
144.2019253093 1.0000990257 0.0000753683 Kepler
144.2223594661 1.0000622639 0.0000753274 Kepler
144.2427937227 1.0001409841 0.0000753613 Kepler
144.2632277792 1.0002190305 0.0000752915 Kepler
144.2836619356 1.0001383857 0.0000753318 Kepler
144.3040960920 1.0002208590 0.0000753393 Kepler
144.3245302482 1.0001462770 0.0000753366 Kepler
144.3449644043 1.0002273067 0.0000753739 Kepler
144.3653985603 1.0000712138 0.0000753810 Kepler
144.3858326162 1.0001317455 0.0000753659 Kepler
144.4062668721 1.0001986287 0.0000753396 Kepler
144.4267010277 1.0002170096 0.0000754058 Kepler
144.4471350834 1.0002473236 0.0000753471 Kepler
144.4675693389 0.9998956814 0.0000753883 Kepler
144.4880034942 0.9999362925 0.0000753399 Kepler
144.5084375496 1.0000307952 0.0000753892 Kepler
144.5288717048 0.9999228197 0.0000753862 Kepler
144.5493059599 1.0000316613 0.0000753851 Kepler
144.5697401148 1.0001252015 0.0000753744 Kepler
144.5901741698 1.0000346445 0.0000754031 Kepler
144.6106084245 1.0000290629 0.0000753833 Kepler
144.6310425792 1.0000626489 0.0000753733 Kepler
144.6514766338 1.0000515819 0.0000753934 Kepler
144.6719107883 1.0001060508 0.0000754133 Kepler
144.6923450427 1.0000238662 0.0000753830 Kepler
144.7127790969 1.0000995068 0.0000753794 Kepler
144.7332132512 1.0000906532 0.0000754036 Kepler
144.7536475052 0.9999837363 0.0000754014 Kepler
144.7740815592 1.0001608084 0.0000754133 Kepler
144.7945157131 1.0000796825 0.0000753872 Kepler
144.8149498668 0.9999329243 0.0000753384 Kepler
144.8353841205 1.0000423433 0.0000753827 Kepler
144.8558181740 1.0000981595 0.0000753761 Kepler
144.8762523276 0.9998376518 0.0000754088 Kepler
144.8966864809 1.0001117287 0.0000753519 Kepler
144.9171206341 0.9998598821 0.0000753911 Kepler
144.9375547873 1.0000049080 0.0000753860 Kepler
144.9579889403 1.0000723686 0.0000753819 Kepler
144.9784231933 1.0002226874 0.0000753837 Kepler
144.9988572461 1.0000407073 0.0000753675 Kepler
145.0192913989 1.0001190425 0.0000753199 Kepler
145.0397255515 1.0002482859 0.0000753863 Kepler
145.0601597040 1.0001100927 0.0000753718 Kepler
145.0805938564 1.0001412728 0.0000753427 Kepler
145.1010280088 1.0001022014 0.0000753541 Kepler
145.1214622609 1.0001746663 0.0000753503 Kepler
145.1418963131 1.0000207867 0.0000753728 Kepler
145.1623304650 1.0001706244 0.0000753958 Kepler
145.1827645170 1.0001965116 0.0000753681 Kepler
145.2031987688 1.0000802599 0.0000753575 Kepler
145.2236329205 1.0000042343 0.0000752838 Kepler
145.2440669720 1.0000675569 0.0000753506 Kepler
145.2645012236 1.0000747745 0.0000753358 Kepler
145.2849353749 1.0000216528 0.0000753430 Kepler
145.3053695262 1.0000228077 0.0000753570 Kepler
145.3258035774 1.0001330928 0.0000753385 Kepler
145.3462378285 1.0000387826 0.0000753684 Kepler
145.3666719794 1.0002286540 0.0000752945 Kepler
145.3871060303 1.0001040299 0.0000753611 Kepler
145.4075402810 1.0000596656 0.0000753605 Kepler
145.4279744317 1.0002142188 0.0000753184 Kepler
145.4484084822 1.0000630338 0.0000753432 Kepler
145.4688426327 1.0000969085 0.0000752567 Kepler
145.4892768830 1.0000000000 0.0000753264 Kepler
145.5097109332 1.0001058583 0.0000753328 Kepler
145.5301450834 1.0000989294 0.0000753258 Kepler
145.5505792334 1.0001396368 0.0000752828 Kepler
145.5710134833 1.0003851319 0.0000753001 Kepler
145.5914475331 1.0001150006 0.0000753062 Kepler
145.6118816828 1.0002214364 0.0000753076 Kepler
145.6323159324 1.0001571515 0.0000753171 Kepler
145.6527499819 1.0001036449 0.0000753168 Kepler
145.6731841314 1.0000471551 0.0000752903 Kepler
145.6936181806 1.0000044268 0.0000753297 Kepler
592.7408175638 1.0001990159 0.0000744510 Kepler
592.7612509439 1.0000999235 0.0000744573 Kepler
592.7816845238 1.0000823769 0.0000744590 Kepler
592.8021180034 1.0001737118 0.0000744554 Kepler
592.8225513828 1.0000340774 0.0000744680 Kepler
592.8429849620 0.9999848545 0.0000744467 Kepler
592.8634184409 1.0001342780 0.0000744428 Kepler
592.8838518196 0.9999224254 0.0000744462 Kepler
592.9042853983 1.0001376950 0.0000744499 Kepler
592.9247187765 0.9999579804 0.0000744366 Kepler
592.9451522547 1.0000699095 0.0000744505 Kepler
592.9655858325 1.0002161931 0.0000744439 Kepler
592.9860192103 1.0001516399 0.0000744583 Kepler
593.0064526878 1.0001859944 0.0000744613 Kepler
593.0268862651 1.0000426660 0.0000744347 Kepler
593.0473197422 1.0000978918 0.0000744626 Kepler
593.0677532190 1.0000773899 0.0000744537 Kepler
593.0881866958 0.9999674925 0.0000744538 Kepler
593.1086201722 1.0001949524 0.0000744341 Kepler
593.1290537486 1.0001674319 0.0000744490 Kepler
593.1494871245 1.0000203172 0.0000744521 Kepler
593.1699206004 1.0001860868 0.0000744610 Kepler
593.1903541760 1.0000508853 0.0000744638 Kepler
593.2107875515 0.9999744188 0.0000744545 Kepler
593.2312210267 1.0001060187 0.0000744278 Kepler
593.2516546016 1.0000519011 0.0000744675 Kepler
593.2720879764 1.0000290905 0.0000744612 Kepler
593.2925214509 1.0001762052 0.0000744610 Kepler
593.3129550254 1.0001070345 0.0000744624 Kepler
593.3538218735 0.9998827145 0.0000744530 Kepler
593.3742554470 0.9998635056 0.0000744366 Kepler
593.3946888206 0.9999377556 0.0000744419 Kepler
593.4151223939 0.9998227789 0.0000744387 Kepler
593.4355558671 0.9999699860 0.0000744481 Kepler
593.4559893399 0.9999124515 0.0000744552 Kepler
593.4764228126 0.9999181772 0.0000744590 Kepler
593.4968562852 0.9998869627 0.0000744622 Kepler
593.5172897574 0.9998890867 0.0000744518 Kepler
593.5377232293 0.9999061716 0.0000744516 Kepler
593.5581567013 0.9997848227 0.0000744565 Kepler
593.5785901730 0.9999261194 0.0000744491 Kepler
593.5990236442 0.9997954431 0.0000744341 Kepler
593.6194571155 0.9999574263 0.0000744497 Kepler
593.6398904865 0.9999274123 0.0000744614 Kepler
593.6603240573 0.9998402332 0.0000744277 Kepler
