# Parameter Name     	 	 Median       	 	 Upper 68 CI  	 	 Lower 68 CI 
P_p1               	 	 449.0254874607 	 	 0.0398555213 	 	 0.0422491644
a_p1               	 	 208.1277787418 	 	 6.4795382210 	 	 6.8487309759
t0_p1              	 	 144.7058353123 	 	 0.0462326215 	 	 0.0461520473
p_p1               	 	 0.0067859097 	 	 0.0012179890 	 	 0.0013090210
b_p1               	 	 0.4665820712 	 	 0.2925038849 	 	 0.7581155218
q1_Kepler          	 	 0.4197453257 	 	 0.0507529601 	 	 0.0504211095
q2_Kepler          	 	 0.2844729665 	 	 0.0146005019 	 	 0.0147994145
rho                	 	 845.8586367275 	 	 81.5578875579 	 	 80.7316834138
sigma_w_Kepler     	 	 87.8259350501 	 	 7.4738068076 	 	 6.8708346379
