   54953.0385593867      -5.589489572133122E-005  7.837269540961261E-005
   54953.0589938164       1.335372935318269E-005  7.878844698150552E-005
   54953.0794281462       5.729385784403185E-005  7.877440488677897E-005
   54953.0998626760       1.201835641784221E-005  7.866347311467439E-005
   54953.1202971059      -4.781906892203924E-005  7.902191524192045E-005
   54953.1407314358       2.123878859028316E-005  7.902629320843553E-005
   54953.1611658657      -1.344911313432284E-004  7.910904764286328E-005
   54953.1816003956       1.255886451076993E-004  7.920922855747960E-005
   54953.2020347257       4.209604205640538E-005  7.906592001527858E-005
   54953.2224691557       2.740693976788222E-005  7.893582299614255E-005
   54953.2429036858      -3.427457200666506E-005  7.937426392286451E-005
   54953.2633380159       5.907435509122649E-005  7.959750916572560E-005
   54953.2837724461      -7.128347907126020E-005  7.980161244861120E-005
   54953.3042068763      -8.012237611931816E-006  7.998804085604495E-005
   54953.3246413065       2.384594527371497E-005  8.017054927573029E-005
   54953.3450757368      -3.115870182424096E-005  8.024338342433132E-005
   54953.3655101671       8.482797598663439E-005  8.032499679301843E-005
   54953.3859446975       8.222081930342462E-005  8.024601486165155E-005
   54953.4063790278      -5.290620391373846E-005  8.036596648675351E-005
   54953.4268134583       9.029664610271659E-005  8.037276630708545E-005
   54953.4472479887       1.837727515763277E-005  8.035349238712633E-005
   54953.4676823192       3.942529618572443E-005  8.040894662965066E-005
   54953.4881167498      -3.764479893864081E-005  8.046675286482404E-005
   54953.5085510803      -2.727976139305088E-005  8.037386079871421E-005
   54953.5289856109      -5.672155515756838E-005  8.053489855283091E-005
   54953.5494200416       9.042382447765895E-005  8.031735863867298E-005
   54953.5698544723       8.438285167500226E-005  8.053662955732180E-005
   54953.5902889030       1.393874987727362E-004  8.041701947570683E-005
   54953.6107233338       3.726326381414680E-005  8.030722100699089E-005
   54953.6311577646       5.284261472637830E-005  8.007111354690377E-005
   54953.6515920954      -2.880590189058285E-005  8.009278603362380E-005
   54953.6720266262      -5.773898215588602E-005  8.007127655629528E-005
   54953.6924610572       6.327124145943941E-005  8.027150642554431E-005
   54953.7128953881       2.352799933658112E-005  8.008340911243547E-005
   54953.7333299191      -4.324064742933231E-006  8.027114159500139E-005
   54953.7537643501       1.290860504146174E-004  8.024098485757039E-005
   54953.7741986811      -2.502870415919123E-004  8.036789931239580E-005
   54953.7946331122      -4.826419323378239E-005  8.051433608244361E-005
   54953.8150676433       5.525900384739657E-005  8.069302542495620E-005
   54953.8355020744      -2.352799933669214E-005  8.056826890398043E-005
   54953.8559364057       1.017426998339843E-005  8.052421755651044E-005
   54953.8763709369       7.789675456049139E-005  8.055972255445365E-005
   54953.8968053681      -1.397690338971191E-004  8.040712247693604E-005
   54953.9172396994       3.688172868976380E-005  8.062340489007369E-005
   54953.9376741308      -2.569003170815876E-005  8.047534578846269E-005
   54953.9581086621      -7.713368431172540E-005  8.042031071294511E-005
   54953.9785429935       4.203245286893420E-005  8.052226920616420E-005
   54953.9989774250      -3.223971800991876E-005  8.035406680117264E-005
   54954.0194118564       1.053672835156227E-004  8.064109529022947E-005
   54954.0398463879      -8.641770567163753E-005  8.071338607419212E-005
   54954.0602808195      -4.489396630180664E-005  8.061047281167985E-005
   54954.0807151510       3.605506925374868E-005  8.066319470630826E-005
   54954.1011496827       1.575740063681774E-004  8.060808976962289E-005
   54954.1215841143      -4.724676623546475E-005  8.054819546176766E-005
   54954.1420184460      -1.481628066335450E-005  8.059179659282298E-005
   54954.1624528777      -3.433816119402522E-005  8.053416889174507E-005
   54954.1828874094       5.424157684896791E-005  8.050773808326308E-005
   54954.2033217412       9.703709996689014E-005  8.062297019836297E-005
   54954.2237561730       1.475269147594993E-004  8.073470149272120E-005
   54954.2441907048       3.045922076294616E-005  8.077439039838006E-005
   54954.2646250367      -1.159866778108753E-004  8.079860117419660E-005
   54954.2850594686      -1.212645803647661E-004  8.075162342003126E-005
   54954.3054939006       8.037673286898084E-005  8.071191898966844E-005
   54954.3259283325      -8.953357585406163E-005  8.061008469408100E-005
   54954.3463627645      -1.147784832503662E-004  8.046331414289820E-005
   54954.3667971966       1.945193242454124E-004  8.051813187256040E-005
   54954.3872316287      -6.848555482585894E-005  8.055017486152182E-005
   54954.4076660608       7.948648424571658E-006  8.044581003918985E-005
   54954.4281004929      -1.992249241126176E-004  8.056354939397836E-005
   54954.4485348251      -3.796274487555262E-005  8.065268448173128E-005
   54954.4689693573       2.127058318406316E-004  8.070547623752746E-005
   54954.4894037895      -5.468670116082208E-005  8.056926248503349E-005
   54954.5098381218       1.296583531011919E-004  8.053515471044616E-005
   54954.5302726541      -2.607156683254175E-005  8.060389033720328E-005
   54954.5507070864      -6.492456033169169E-005  8.066839548213290E-005
   54954.5711415188       6.276252796011406E-005  8.058481047604360E-005
   54954.5915758512      -9.665556484295124E-006  8.070195212972986E-005
   54954.6120103837      -1.805932922049891E-005  8.070273612727955E-005
   54954.6324448161       2.253600801325195E-004  8.076046473893316E-005
   54954.6528791486      -4.813701485906208E-005  8.068479733186049E-005
   54954.6733136811      -2.390953446096411E-005  8.052001036173886E-005
   54954.6937481137       2.514316469650613E-004  8.072378762584141E-005
   54954.7141824463      -4.133297180741735E-006  8.057431577617057E-005
   54954.7346168789       2.084453562851696E-004  8.062800796479610E-005
   54954.7550514116       9.055100285237927E-005  8.073529919382344E-005
   54954.7754857442      -1.841542866997115E-004  8.071038980632896E-005
   54954.7959201770       8.470079761191407E-005  8.083978821378704E-005
   54954.8163547097      -5.023545804339058E-006  8.086026529830259E-005
   54954.8367890425       1.281322126036599E-004  8.065346071692898E-005
   54954.8572234753      -1.370982880264382E-004  8.088050174990688E-005
   54954.8776579081      -6.886708995024193E-005  8.073545444086298E-005
   54954.8980924410       2.263775071309482E-005  8.079854683773276E-005
   54954.9185267739       2.117519940303403E-005  8.065933681737564E-005
   54954.9389612068       4.222322043112570E-005  8.084328127217673E-005
   54954.9593957398       2.537208577102490E-005  8.067202826285818E-005
   54954.9798300728       6.702300351579815E-005  8.069829606194864E-005
   54955.0002645058       3.452892875621671E-005  8.063060835270842E-005
   54955.0206988388       6.492456033169169E-005  8.075812827098806E-005
   54955.0411333719       3.306637744504570E-006  8.063225397132757E-005
   54955.0615678050      -3.605506925374868E-005  8.065953087617507E-005
   54955.0820022382       1.907675621892757E-005  8.072454833633517E-005
   54955.1024366714      -1.761420490875576E-005  8.077659490634156E-005
   54955.1228711045      -1.073385483250089E-004  8.080610736855845E-005
   54955.1433055378       2.047571834151718E-005  8.073846623343009E-005
   54955.1637398710       4.387653930337798E-005  8.069276926734097E-005
   54955.1841744043      -1.316296179103560E-004  8.079586882630066E-005
   54955.2046088376       5.417798766171877E-005  8.077090510234235E-005
   54955.2250431709      -1.049221592042127E-005  8.066060984309988E-005
   54955.2454777043      -1.033324295189875E-004  8.085355862619439E-005
   54955.2659121378      -3.764479893864081E-005  8.067047579246276E-005
   54955.2863464712      -1.335372935340473E-006  8.070639995741273E-005
   54955.3067809046      -7.783316537313123E-005  8.060449580065750E-005
   54955.3272154381       8.902486235529139E-006  8.079981210110503E-005
   54955.3476498717       3.433816119402522E-005  8.071021127223348E-005
   54955.3680843052      -4.444884199006349E-005  8.077175119870786E-005
   54955.3885187387       8.285671117747029E-005  8.078170253394248E-005
   54955.4089531724      -1.377341799003728E-004  8.075333113746622E-005
   54955.4293876060       3.236689638472789E-004  8.073945981448316E-005
   54955.4498219396       3.650019356538081E-005  8.064856267283144E-005
   54955.4702564733       1.089918671972612E-004  8.051851999015925E-005
   54955.4906909070      -1.465094877610706E-004  8.037558404085313E-005
   54955.5111252407      -2.670745870680946E-006  8.071472896108415E-005
   54955.5315597746      -1.360808610281206E-004  8.056249371410946E-005
   54955.5519942083       7.611625731329674E-005  8.061650415916606E-005
   54955.5724286422      -8.209364092859328E-005  8.067189630287457E-005
   54955.5928629760       1.100092941956898E-004  8.061801781780159E-005
   54955.6132975099      -3.688172868987483E-005  8.061624023919883E-005
   54955.6337319438       1.341731854065387E-005  8.043670480032073E-005
   54955.6541662778      -9.830888371475943E-005  8.073139473077896E-005
   54955.6746008117      -2.636407709450950E-004  8.065614649071306E-005
   54955.6950352457      -6.600557651736949E-005  8.053678480436135E-005
   54955.7154695797       1.079744401990546E-004  8.060842355075790E-005
   54955.7359040138       4.419448524051184E-005  8.056583152545961E-005
   54955.7563385478      -2.607156683254175E-005  8.048090363247828E-005
   54955.7767728819       1.034596078937078E-004  8.065990346906997E-005
   54955.8176418502      -1.350634340298029E-004  8.071184912850065E-005
   54955.8380761843       1.767779409611592E-005  8.061647310975815E-005
   54955.8585106186      -5.983742533988146E-005  8.072892630285025E-005
   54955.8789450527       4.387653930337798E-005  8.060104155402770E-005
   54955.8993795870       1.702282546598433E-004  8.068021754419401E-005
   54955.9198139213       1.071477807628174E-004  8.059649281576912E-005
   54955.9402483556       2.855154514103120E-005  8.051908664185358E-005
   54955.9606828899      -6.072767396347878E-005  8.050068986766788E-005
   54955.9811172243      -8.813461373124998E-005  8.054002946748777E-005
   54956.0015516586      -2.867872351575151E-005  8.063514156626306E-005
   54956.0219859931       2.057746104144886E-004  8.060061462466896E-005
   54956.0424205275      -1.573196496185147E-004  8.062509708280469E-005
   54956.0628549619       9.201355416244006E-005  8.062369209709684E-005
   54956.0832893965      -9.436635409609817E-005  8.056990676024758E-005
   54956.1037238309      -4.673805273625042E-005  8.051308634377529E-005
   54956.1241582654       1.500704822543497E-005  8.048322457571943E-005
   54956.1445927000      -1.727082329684437E-004  8.075665342411241E-005
   54956.1650270346       4.266834474297987E-005  8.070348131306935E-005
   54956.1854615692       3.522840981751152E-005  8.074609662542357E-005
